#energiapu	#SU fissione			#energiau235	#SU fissione
4.12492	9.904861			4.860394	21.68446
4.14494	9.880491			4.865141	20.98141
4.16496	9.856121			4.869888	20.09133
4.18497	9.831762			4.88052	17.60743
4.20499	9.807392			4.891151	14.81557
4.22501	9.783021			4.901782	12.12677
4.24503	9.758651			4.907098	10.91496
4.25	9.752601			4.912413	9.821754
4.26505	9.741092			4.916395	9.086719
4.28507	9.725781			4.920376	8.42531
4.30509	9.710471			4.924357	7.836289
4.32511	9.695161			4.928338	7.31687
4.34513	9.67985			4.93232	6.86286
4.36515	9.66454			4.936301	6.46952
4.38517	9.64923			4.940282	6.131252
4.40518	9.633927			4.944263	5.842382
4.4252	9.618617			4.948245	5.597228
4.44522	9.603307			4.952226	5.390526
4.46524	9.587996			4.956207	5.217187
4.48526	9.572686			4.960188	5.072637
4.50528	9.557376			4.96417	4.952758
4.5253	9.542066			4.968151	4.854012
4.54532	9.526755			4.972132	4.773243
4.56534	9.511445			4.976113	4.707773
4.58536	9.496135			4.984076	4.613975
4.60537	9.480832			4.992038	4.558444
4.625	9.46582			5	4.531262
4.62539	9.465687			5.009779	4.526788
4.64541	9.458855			5.019558	4.546447
4.66543	9.452023			5.029337	4.584834
4.68545	9.445191			5.039116	4.638445
4.70547	9.438359			5.048895	4.704983
4.72549	9.431527			5.058674	4.782943
4.74551	9.424695			5.078232	4.969618
4.76553	9.417863			5.09779	5.194578
4.78555	9.41103			5.117348	5.457268
4.80556	9.404202			5.136906	5.758902
4.82558	9.39737			5.156463	6.101383
4.8456	9.390538			5.182235	6.618678
4.86562	9.383706			5.208007	7.216036
4.88564	9.376874			5.233779	7.899146
4.90566	9.370042			5.25955	8.671291
4.92568	9.36321			5.289618	9.681495
4.9457	9.356377			5.319685	10.79226
4.96572	9.349545			5.379819	13.15104
4.98574	9.342713			5.409887	14.26729
5	9.337847			5.439954	15.23414
5.00575	9.338642			5.470021	15.98179
5.02577	9.341411			5.500088	16.46898
5.04579	9.344179			5.53445	16.7032
5.06581	9.346947			5.568813	16.64238
5.08583	9.349716			5.603175	16.37453
5.10585	9.352484			5.6719	15.61008
5.12587	9.355253			5.71785	15.18335
5.14589	9.358021			5.7638	14.97282
5.16591	9.36079			5.800285	15.02144
5.18593	9.363558			5.836769	15.30713
5.20594	9.366325			5.873254	15.88963
5.22596	9.369093			5.909738	16.86549
5.24598	9.371862			5.946223	18.36699
5.266	9.37463			5.964465	19.37158
5.28602	9.377399			5.982707	20.58589
5.30604	9.380167			6.000949	22.0472
5.32606	9.382936			6.019191	23.79753
5.34608	9.385704			6.037433	25.88059
5.3661	9.388472			6.055675	28.33417
5.38612	9.391241			6.073872	31.16816
5.40614	9.394009			6.092069	34.36434
5.409436	9.394465			6.110266	37.8345
5.42615	9.404576			6.128463	41.40792
5.44617	9.416687			6.14666	44.82987
5.46619	9.428797			6.164857	47.79121
5.48621	9.440908			6.183054	49.99957
5.50623	9.453019			6.20125	51.28449
5.52625	9.46513			6.21136	51.60973
5.54627	9.477241			6.221469	51.71404
5.56629	9.489351			6.231579	51.68243
5.58631	9.501462			6.241688	51.63772
5.60633	9.513573			6.251798	51.74549
5.614154	9.518306			6.256853	51.92161
5.62634	9.53048			6.261907	52.22065
5.64636	9.55048			6.266962	52.67844
5.66638	9.570479			6.272016	53.33428
5.6864	9.590479			6.277071	54.23153
5.70642	9.610479			6.282125	55.41611
5.72644	9.630479			6.289507	57.76408
5.74646	9.650479			6.296888	60.9826
5.76648	9.670479			6.304269	65.21578
5.7865	9.690479			6.31165	70.57719
5.80652	9.710478			6.319032	77.12491
5.818871	9.722817			6.326413	84.82838
5.82653	9.734471			6.333794	93.54547
5.84655	9.764935			6.341175	102.9986
5.86657	9.795399			6.354038	119.9142
5.88659	9.825863			6.363704	131.418
5.90661	9.856327			6.373369	140.2631
5.92663	9.886791			6.383035	145.1327
5.94665	9.917254			6.3927	145.1452
5.96667	9.947718			6.400732	141.2716
5.98669	9.978182			6.408763	134.1137
6.00671	10.008646			6.416876	124.1049
6.023589	10.03433			6.424988	112.0912
6.02672	10.041317			6.441213	85.59119
6.04674	10.085991			6.448342	74.2372
6.06676	10.130665			6.455471	63.66394
